po_id,po_date,supplier_id,material_id,scheduled_delivery_date,actual_delivery_date,currency,po_value,actual_cost
107312,2025-02-08,SUP-038,MAT-240,2025-03-01,2025-03-10,EUR,4258.19,4899.21
107313,2024-07-06,SUP-037,MAT-209,2024-08-09,2024-08-19,USD,11355.29,11963.13
107314,2024-03-14,SUP-029,MAT-218,2024-04-16,2024-04-18,USD,7487.71,8072.41
107315,2024-02-24,SUP-025,MAT-228,2024-03-21,2024-03-24,USD,14021.64,13936.87
107316,2024-06-04,SUP-026,MAT-215,2024-07-15,2024-07-19,EUR,12115.86,10999.68
107317,2024-05-31,SUP-019,MAT-204,2024-07-11,2024-07-12,EUR,20635.56,19062.28
107318,2024-10-26,SUP-015,MAT-216,2024-11-22,2024-11-21,USD,23537.76,24925.93
107319,2024-12-03,SUP-025,MAT-213,2024-12-10,,EUR,5647.4,5683.71
107320,2024-07-25,SUP-032,MAT-232,2024-08-23,2024-08-26,USD,22314.08,22675.64
107321,2025-05-21,SUP-005,MAT-233,2025-06-30,2025-07-07,USD,2316.52,2526.84
107322,2025-06-29,SUP-031,MAT-238,2025-07-07,2025-07-11,USD,21147.73,20908.26
107323,2024-09-04,SUP-030,MAT-213,2024-09-24,2024-09-23,USD,16710.98,15612.15
107324,2024-11-01,SUP-017,MAT-207,2024-11-11,2024-11-21,USD,14235.17,14470.4
107325,2024-06-01,SUP-040,MAT-225,2024-06-12,2024-06-12,USD,10031.43,10396.49
107326,2025-06-02,SUP-008,MAT-214,2025-07-11,2025-07-18,USD,9937.28,9305.52
107327,2025-03-12,SUP-022,MAT-227,2025-03-28,2025-03-30,USD,11733.47,12440.37
107328,2024-11-09,SUP-002,MAT-217,2024-12-13,2024-12-08,USD,10438.03,9592.63
107329,2024-05-23,SUP-004,MAT-215,2024-06-09,2024-06-07,USD,14628.77,14695.11
107330,2025-01-23,SUP-033,MAT-227,2025-02-10,2025-02-12,USD,20032.49,21618.77
107331,2025-03-25,SUP-008,MAT-233,2025-04-09,2025-04-07,USD,12400.23,13892.4
107332,2024-09-04,SUP-032,MAT-216,2024-10-18,2024-10-15,EUR,20726.74,19533.45
107333,2025-01-11,SUP-011,MAT-226,2025-01-31,2025-01-30,USD,22555.12,21822.02
107334,2024-02-23,SUP-021,MAT-218,2024-03-03,2024-02-29,USD,2086.8,2335.22
107335,2025-03-12,SUP-004,MAT-201,2025-04-10,2025-04-08,USD,21980.65,20794.72
107336,2024-01-02,SUP-032,MAT-232,2024-02-05,2024-02-07,USD,22640.05,23788.47
107337,2024-12-21,SUP-034,MAT-229,2025-01-28,2025-02-03,USD,13768.94,12262.29
107338,2024-02-24,SUP-005,MAT-209,2024-03-08,2024-03-12,USD,14214.88,14818.03
107339,2024-02-27,SUP-006,MAT-211,2024-04-02,2024-04-06,EUR,7744.84,7633.88
107340,2024-05-23,SUP-019,MAT-226,2024-07-01,2024-06-25,USD,6459.21,6949.95
107341,2025-04-17,SUP-017,MAT-234,2025-04-25,2025-04-21,USD,11541.26,11729.91
107342,2024-05-18,SUP-030,MAT-208,2024-05-28,2024-05-31,USD,10715.22,10593.83
107343,2024-05-17,SUP-037,MAT-237,2024-06-25,2024-06-26,USD,2138.73,2319.31
107344,2024-02-01,SUP-036,MAT-226,2024-03-06,2024-03-02,USD,7579.07,9114.48
107345,2025-02-16,SUP-015,MAT-227,2025-03-22,2025-03-25,USD,14805.6,15722.13
107346,2025-04-14,SUP-022,MAT-217,2025-05-04,2025-05-03,USD,3084.58,3083.05
107347,2024-12-12,SUP-032,MAT-234,2024-12-22,2024-12-21,USD,24773.25,26391.28
107348,2025-05-25,SUP-005,MAT-216,2025-06-22,2025-06-22,USD,4104.61,4332.93
107349,2024-02-09,SUP-034,MAT-238,2024-02-23,2024-02-24,USD,4085.43,4392.01
107350,2025-06-10,SUP-038,MAT-201,2025-07-09,2025-07-11,USD,16242.41,15990.3
107351,2025-04-19,SUP-039,MAT-213,2025-05-19,2025-05-18,USD,6902.75,6548.0
107352,2024-01-02,SUP-039,MAT-211,2024-02-13,2024-02-18,USD,17970.01,18216.07
107353,2025-05-12,SUP-024,MAT-203,2025-06-09,2025-06-07,USD,7550.42,8039.31
107354,2024-07-16,SUP-019,MAT-223,2024-08-08,2024-08-09,EUR,20257.52,18055.25
107355,2024-10-08,SUP-028,MAT-206,2024-11-10,2024-11-19,USD,6936.35,7281.89
107356,2024-12-02,SUP-003,MAT-239,2025-01-09,2025-01-10,USD,4563.9,4854.55
107357,2024-04-06,SUP-027,MAT-225,2024-04-15,2024-04-11,USD,17348.39,15550.69
107358,2025-06-28,SUP-010,MAT-201,2025-07-13,2025-07-16,USD,20214.83,22182.77
107359,2024-05-13,SUP-023,MAT-221,2024-05-23,2024-05-29,EUR,11928.86,13227.88
107360,2024-11-25,SUP-031,MAT-211,2024-12-27,2025-01-08,USD,4727.72,4589.48
107361,2025-04-09,SUP-039,MAT-232,2025-04-30,2025-05-04,USD,11278.33,13988.46
107362,2025-02-06,SUP-017,MAT-229,2025-02-17,2025-02-20,EUR,5439.62,6199.79
107363,2024-08-03,SUP-036,MAT-205,2024-09-11,2024-09-20,USD,7180.53,7301.09
107364,2024-12-28,SUP-013,MAT-224,2025-01-26,2025-01-24,USD,3642.96,3790.42
107365,2024-12-29,SUP-009,MAT-213,2025-01-13,2025-01-22,USD,13477.85,13327.07
107366,2024-10-22,SUP-037,MAT-213,2024-12-05,2024-12-08,USD,6349.59,6055.13
107367,2024-02-18,SUP-026,MAT-215,2024-04-01,2024-03-28,USD,22812.33,22483.21
107368,2025-04-20,SUP-018,MAT-213,2025-05-18,2025-05-21,USD,22853.99,20500.7
107369,2025-05-16,SUP-015,MAT-225,2025-06-04,2025-06-08,USD,11206.27,12134.96
107370,2025-06-03,SUP-035,MAT-223,2025-06-28,2025-07-02,USD,20732.58,15930.03
107371,2024-04-05,SUP-016,MAT-203,2024-04-15,2024-04-19,USD,2892.88,2597.85
107372,2025-04-27,SUP-023,MAT-207,2025-06-04,2025-06-09,USD,17863.38,20463.77
107373,2024-08-13,SUP-014,MAT-210,2024-09-26,2024-09-28,USD,5445.26,5588.45
107374,2025-02-21,SUP-005,MAT-229,2025-04-04,2025-04-01,USD,18090.04,18708.08
107375,2024-12-30,SUP-020,MAT-235,2025-02-06,2025-02-06,USD,7437.98,7250.45
107376,2024-06-10,SUP-031,MAT-228,2024-06-25,2024-06-28,USD,11989.66,11569.54
107377,2025-01-01,SUP-027,MAT-229,2025-02-05,2025-02-10,EUR,9362.79,10484.23
107378,2025-03-28,SUP-003,MAT-228,2025-04-18,2025-04-18,EUR,3237.7,2897.56
107379,2024-09-29,SUP-032,MAT-233,2024-10-06,2024-10-18,USD,24298.66,24247.47
107380,2024-07-08,SUP-003,MAT-223,2024-08-08,2024-08-05,USD,18458.25,19256.66
107381,2024-07-05,SUP-020,MAT-231,2024-07-12,2024-07-17,USD,13576.06,13512.01
107382,2024-08-13,SUP-030,MAT-212,2024-09-16,2024-09-15,USD,4352.04,4383.36
107383,2024-03-22,SUP-011,MAT-212,2024-04-17,2024-04-23,EUR,1938.94,1587.84
107384,2024-08-17,SUP-012,MAT-207,2024-09-16,2024-09-21,USD,13706.03,12366.18
107385,2024-02-02,SUP-031,MAT-205,2024-02-19,2024-02-18,USD,12240.63,11546.47
107386,2024-07-07,SUP-013,MAT-230,2024-08-02,,USD,16023.44,17794.89
107387,2025-03-29,SUP-038,MAT-234,2025-04-22,2025-04-30,USD,8618.22,8775.8
107388,2024-05-07,SUP-034,MAT-207,2024-05-26,2024-05-27,USD,9761.43,11310.92
107389,2025-05-05,SUP-005,MAT-224,2025-06-12,2025-06-17,USD,19215.27,20802.48
107390,2025-03-19,SUP-016,MAT-225,2025-04-15,2025-04-14,USD,13188.67,11054.82
107391,2024-02-29,SUP-038,MAT-209,2024-03-07,2024-03-10,EUR,15271.8,13543.39
107392,2024-02-29,SUP-029,MAT-221,2024-03-07,2024-03-07,USD,10508.57,10598.08
107393,2024-11-13,SUP-013,MAT-207,2024-12-10,2024-12-21,USD,9882.23,10337.8
107394,2025-02-12,SUP-027,MAT-214,2025-02-23,2025-02-25,USD,10600.84,10860.99
107395,2024-07-26,SUP-027,MAT-205,2024-08-22,2024-08-27,USD,10541.79,11830.69
107396,2024-09-05,SUP-023,MAT-206,2024-09-17,2024-09-16,EUR,4613.74,4366.76
107397,2024-06-13,SUP-003,MAT-239,2024-07-08,2024-07-14,USD,23509.7,22789.78
107398,2025-05-26,SUP-002,MAT-223,2025-06-20,2025-06-22,EUR,10778.7,11047.36
107399,2024-11-09,SUP-017,MAT-203,2024-11-25,2024-11-24,USD,17671.57,17061.84
107400,2024-05-14,SUP-013,MAT-223,2024-05-30,2024-05-28,USD,20245.57,21855.67
107401,2025-02-28,SUP-004,MAT-213,2025-03-25,,USD,3511.44,3692.93
107402,2024-01-02,SUP-016,MAT-225,2024-02-07,2024-02-10,USD,17941.45,17672.75
107403,2024-12-20,SUP-013,MAT-209,2025-01-13,2025-01-11,USD,4588.25,4408.39
107404,2024-10-08,SUP-040,MAT-202,2024-11-09,2024-11-13,EUR,2193.03,2422.18
107405,2025-03-03,SUP-011,MAT-202,2025-04-05,2025-04-03,USD,13921.36,14847.48
107406,2024-09-25,SUP-029,MAT-212,2024-10-11,2024-10-06,USD,12735.46,13457.89
107407,2025-02-17,SUP-001,MAT-215,2025-02-27,2025-02-27,USD,22391.71,25301.51
107408,2024-11-08,SUP-018,MAT-240,2024-12-14,2024-12-13,USD,13535.98,14512.84
107409,2025-01-29,SUP-012,MAT-239,2025-02-20,2025-02-20,USD,4440.74,4713.51
107410,2025-01-26,SUP-012,MAT-208,2025-02-07,2025-02-12,EUR,19986.55,23180.89
107411,2024-11-09,SUP-015,MAT-222,2024-11-19,2024-11-24,USD,2112.96,2309.19
107412,2025-05-11,SUP-038,MAT-209,2025-06-18,2025-06-15,USD,17257.13,17705.33
107413,2025-01-28,SUP-039,MAT-218,2025-03-07,2025-03-04,USD,13630.2,15078.66
107414,2024-05-16,SUP-004,MAT-231,2024-05-29,2024-05-27,USD,6143.73,6691.29
107415,2025-04-19,SUP-004,MAT-227,2025-05-01,2025-05-08,USD,8657.65,8767.04
107416,2024-05-25,SUP-018,MAT-240,2024-06-26,2024-06-27,USD,10849.77,9504.67
107417,2024-07-20,SUP-037,MAT-204,2024-08-14,2024-08-20,USD,2259.8,2264.98
107418,2024-11-25,SUP-030,MAT-230,2024-12-11,2024-12-11,USD,8596.24,8209.44
107419,2024-12-01,SUP-013,MAT-237,2024-12-31,2025-01-05,USD,23900.17,25497.44
107420,2025-03-27,SUP-019,MAT-239,2025-04-24,2025-04-25,USD,2873.09,3202.76
107421,2024-01-29,SUP-027,MAT-233,2024-03-01,2024-03-13,USD,20326.88,20728.26
107422,2025-03-08,SUP-040,MAT-234,2025-03-31,2025-04-02,USD,20347.32,20654.84
107423,2024-02-21,SUP-024,MAT-233,2024-03-31,2024-03-31,USD,24495.27,25642.21
107424,2025-06-29,SUP-010,MAT-207,2025-08-01,2025-08-07,USD,22358.33,23428.76
107425,2024-08-28,SUP-038,MAT-236,2024-10-07,2024-10-15,USD,21782.84,23150.77
107426,2024-09-28,SUP-025,MAT-222,2024-10-29,2024-11-01,EUR,15160.8,16857.25
107427,2025-01-15,SUP-039,MAT-202,2025-02-21,2025-02-25,EUR,4335.02,5031.29
107428,2024-12-20,SUP-018,MAT-207,2025-01-12,2025-01-20,EUR,5731.13,5656.47
107429,2025-05-06,SUP-004,MAT-210,2025-05-16,2025-05-19,USD,24715.74,22756.02
107430,2025-03-05,SUP-018,MAT-217,2025-03-20,2025-03-23,USD,19400.71,18604.84
107431,2024-03-02,SUP-027,MAT-208,2024-04-07,2024-04-09,USD,12378.3,12715.2
107432,2024-12-21,SUP-001,MAT-228,2025-01-10,2025-01-10,USD,15100.45,16005.84
107433,2025-01-18,SUP-020,MAT-205,2025-02-01,2025-01-30,USD,9882.38,10367.88
107434,2024-06-16,SUP-031,MAT-225,2024-07-19,2024-07-20,USD,20755.21,18542.23
107435,2025-01-15,SUP-004,MAT-214,2025-01-27,2025-01-25,USD,3234.78,3308.25
107436,2025-05-05,SUP-016,MAT-235,2025-06-06,2025-06-12,USD,18311.1,19012.34
107437,2025-05-05,SUP-027,MAT-218,2025-05-17,2025-05-20,EUR,11501.59,12125.84
107438,2024-12-18,SUP-001,MAT-235,2025-01-22,2025-01-27,USD,16322.68,14754.48
107439,2024-11-19,SUP-028,MAT-222,2024-12-28,2024-12-29,USD,14243.22,13983.52
107440,2025-02-14,SUP-035,MAT-229,2025-03-23,2025-03-20,USD,9305.91,9953.16
107441,2024-12-26,SUP-026,MAT-209,2025-01-29,2025-01-30,USD,22533.97,23150.12
107442,2024-06-30,SUP-039,MAT-231,2024-07-21,2024-07-22,EUR,13536.69,14449.46
107443,2024-01-22,SUP-007,MAT-219,2024-02-29,2024-03-05,USD,10954.05,10319.58
107444,2024-04-12,SUP-032,MAT-223,2024-04-21,2024-04-26,USD,12267.13,11960.07
107445,2024-06-14,SUP-029,MAT-214,2024-07-15,2024-07-16,USD,2542.11,2437.16
107446,2024-03-26,SUP-005,MAT-210,2024-04-12,2024-04-12,USD,23471.97,25157.86
107447,2025-01-08,SUP-031,MAT-237,2025-01-16,2025-01-15,EUR,9033.74,10271.16
107448,2024-07-16,SUP-010,MAT-219,2024-07-28,2024-08-02,USD,11891.01,13058.37
107449,2025-01-10,SUP-008,MAT-205,2025-02-17,2025-02-26,USD,24148.21,21191.06
107450,2025-02-10,SUP-036,MAT-216,2025-02-27,2025-03-03,USD,6310.02,6219.81
107451,2024-07-19,SUP-006,MAT-200,2024-08-30,2024-09-02,USD,23467.77,23299.81
107452,2024-10-15,SUP-001,MAT-219,2024-10-27,2024-11-01,USD,9787.03,10286.14
107453,2024-08-05,SUP-036,MAT-215,2024-08-12,2024-08-13,USD,11994.42,13038.2
107454,2024-02-25,SUP-034,MAT-203,2024-03-12,2024-03-09,USD,2974.02,2918.65
107455,2024-07-10,SUP-004,MAT-239,2024-08-21,2024-08-30,EUR,12087.91,12749.16
107456,2025-02-07,SUP-013,MAT-234,2025-03-10,2025-03-05,USD,22908.54,25046.65
107457,2024-12-09,SUP-024,MAT-216,2025-01-09,2025-01-14,USD,17593.54,18102.39
107458,2024-10-18,SUP-036,MAT-215,2024-11-03,2024-11-06,USD,11268.19,10510.12
107459,2025-06-01,SUP-017,MAT-207,2025-06-20,2025-06-24,EUR,17951.45,18553.77
107460,2025-01-10,SUP-035,MAT-226,2025-02-02,2025-02-05,USD,19625.36,17378.6
107461,2025-02-14,SUP-007,MAT-209,2025-03-07,2025-03-04,USD,20682.09,20356.98
107462,2024-05-12,SUP-010,MAT-217,2024-06-03,2024-05-28,USD,6723.93,5904.52
107463,2024-07-28,SUP-006,MAT-233,2024-09-03,2024-09-09,USD,5670.22,6039.06
107464,2025-01-15,SUP-023,MAT-231,2025-02-16,2025-02-13,EUR,7592.72,7537.91
107465,2024-11-18,SUP-032,MAT-239,2024-12-21,2024-12-22,USD,11831.37,14078.97
107466,2024-03-04,SUP-018,MAT-218,2024-04-13,2024-04-16,EUR,16856.95,18152.94
107467,2024-09-06,SUP-017,MAT-223,2024-09-15,2024-09-09,USD,11676.69,12944.46
107468,2024-05-23,SUP-023,MAT-230,2024-06-17,2024-06-20,USD,24876.44,28834.02
107469,2025-06-20,SUP-007,MAT-216,2025-07-24,2025-07-29,EUR,16438.61,19164.53
107470,2025-05-26,SUP-024,MAT-215,2025-06-10,2025-06-07,USD,2280.61,2361.64
107471,2025-02-24,SUP-004,MAT-201,2025-04-03,2025-04-04,USD,5508.22,5064.64
107472,2025-01-12,SUP-005,MAT-203,2025-02-03,2025-01-31,EUR,12509.01,12676.07
107473,2024-02-15,SUP-024,MAT-212,2024-03-30,2024-03-20,EUR,17280.57,18748.15
107474,2024-11-18,SUP-008,MAT-215,2024-12-16,2024-12-18,USD,6853.09,7738.96
107475,2024-12-18,SUP-040,MAT-209,2024-12-30,2025-01-08,USD,12581.8,13716.25
107476,2025-04-28,SUP-008,MAT-228,2025-06-08,2025-06-09,USD,24674.95,22376.64
107477,2025-03-15,SUP-021,MAT-230,2025-03-23,2025-03-22,USD,17755.17,17484.58
107478,2025-03-06,SUP-002,MAT-214,2025-04-07,2025-04-06,USD,16577.96,17074.06
107479,2024-12-06,SUP-022,MAT-207,2024-12-20,2024-12-17,EUR,8355.12,8868.58
107480,2024-07-28,SUP-001,MAT-221,2024-08-05,2024-08-17,USD,2714.75,2661.3
107481,2025-03-15,SUP-008,MAT-229,2025-04-15,2025-04-19,USD,9102.93,8530.28
107482,2024-12-19,SUP-017,MAT-208,2025-01-23,2025-01-30,USD,2456.22,2550.35
107483,2025-06-24,SUP-012,MAT-226,2025-08-06,2025-08-05,USD,16567.27,18159.63
107484,2024-06-25,SUP-039,MAT-230,2024-07-02,2024-07-04,USD,6395.18,6248.32
107485,2025-02-22,SUP-034,MAT-235,2025-04-02,2025-04-20,EUR,8956.19,8750.36
107486,2024-07-15,SUP-005,MAT-233,2024-08-23,2024-08-31,EUR,22149.85,19266.48
107487,2024-08-19,SUP-012,MAT-238,2024-09-12,2024-09-18,USD,2811.76,2662.39
107488,2025-02-27,SUP-004,MAT-209,2025-04-03,2025-04-04,USD,7905.07,8961.45
107489,2025-04-15,SUP-005,MAT-205,2025-05-18,2025-05-23,EUR,18699.44,17106.0
107490,2024-11-23,SUP-034,MAT-209,2024-12-30,2024-12-28,USD,23429.32,24703.14
107491,2025-02-04,SUP-009,MAT-216,2025-03-02,2025-03-04,USD,4774.51,5003.04
107492,2024-06-30,SUP-001,MAT-228,2024-08-12,2024-08-17,USD,11885.83,12726.73
107493,2025-06-18,SUP-012,MAT-200,2025-07-30,2025-07-31,USD,16148.64,15465.83
107494,2024-08-05,SUP-039,MAT-234,2024-08-14,2024-08-18,USD,11057.13,11106.72
107495,2025-02-03,SUP-012,MAT-238,2025-03-15,2025-03-10,USD,2243.64,2479.44
107496,2024-12-19,SUP-004,MAT-234,2025-01-09,2025-01-12,USD,24593.59,23932.15
107497,2024-09-03,SUP-012,MAT-230,2024-09-22,2024-09-30,USD,9689.33,10665.32
107498,2025-02-19,SUP-032,MAT-217,2025-02-28,2025-03-02,USD,7589.48,7769.67
107499,2024-06-07,SUP-031,MAT-215,2024-07-08,2024-07-08,USD,17657.08,17245.11
107500,2024-06-01,SUP-024,MAT-236,2024-06-09,2024-06-02,USD,21785.32,24924.82
107501,2024-06-16,SUP-023,MAT-239,2024-06-29,2024-06-28,USD,3896.57,3519.08
107502,2025-04-05,SUP-029,MAT-237,2025-04-19,2025-04-24,USD,8629.32,7841.14
107503,2025-04-09,SUP-028,MAT-237,2025-05-20,2025-05-21,USD,3137.31,3353.65
107504,2024-06-27,SUP-020,MAT-226,2024-07-05,2024-07-07,USD,3029.5,3429.48
107505,2024-07-11,SUP-008,MAT-200,2024-08-03,2024-07-31,USD,21926.5,23897.29
107506,2024-05-25,SUP-039,MAT-224,2024-06-14,2024-06-24,USD,6350.93,7099.32
107507,2025-04-12,SUP-017,MAT-229,2025-05-03,2025-05-01,USD,13163.12,12788.85
107508,2024-03-28,SUP-016,MAT-201,2024-05-02,2024-05-06,USD,12716.35,12551.31
107509,2024-04-10,SUP-032,MAT-201,2024-04-27,2024-05-05,USD,10332.78,10177.94
107510,2025-03-07,SUP-026,MAT-239,2025-04-20,2025-04-18,EUR,7918.65,7732.51
107511,2024-03-11,SUP-005,MAT-239,2024-03-20,2024-03-26,USD,3112.81,3239.19
107512,2024-08-10,SUP-020,MAT-224,2024-08-29,2024-09-04,USD,17950.43,18010.12
107513,2024-07-01,SUP-024,MAT-235,2024-07-28,2024-07-30,USD,12588.22,13326.59
107514,2024-12-10,SUP-038,MAT-200,2025-01-18,2025-01-19,USD,6331.47,6620.75
107515,2025-06-17,SUP-030,MAT-207,2025-06-29,2025-06-27,USD,4923.22,5257.19
107516,2024-12-13,SUP-035,MAT-238,2024-12-21,2024-12-14,EUR,6874.76,7549.92
107517,2024-05-29,SUP-008,MAT-238,2024-07-07,2024-07-09,USD,11902.24,12558.35
107518,2024-07-24,SUP-033,MAT-238,2024-08-18,2024-08-17,USD,24168.42,20315.54
107519,2025-03-25,SUP-026,MAT-233,2025-04-15,2025-04-11,USD,24269.66,22106.78
107520,2025-02-10,SUP-024,MAT-203,2025-03-13,2025-03-15,USD,10542.62,11811.3
107521,2024-07-15,SUP-040,MAT-213,2024-08-19,2024-08-21,USD,17477.28,16027.63
107522,2024-07-29,SUP-008,MAT-229,2024-08-17,2024-08-27,USD,3170.45,3133.31
107523,2024-01-02,SUP-037,MAT-225,2024-01-20,2024-01-23,USD,6623.44,6589.49
107524,2024-01-20,SUP-009,MAT-211,2024-02-06,2024-02-06,USD,14490.07,16151.87
107525,2025-03-09,SUP-039,MAT-236,2025-03-20,2025-03-20,EUR,9411.01,9048.04
107526,2024-02-25,SUP-009,MAT-219,2024-03-15,2024-03-18,USD,13149.47,11608.87
107527,2025-02-02,SUP-033,MAT-202,2025-03-11,2025-03-16,USD,5488.6,5468.88
107528,2024-12-20,SUP-036,MAT-230,2025-01-19,2025-01-13,USD,10824.35,12026.41
107529,2024-06-26,SUP-027,MAT-225,2024-07-08,2024-07-16,USD,22159.99,23226.51
107530,2025-03-21,SUP-009,MAT-230,2025-04-30,2025-04-29,USD,18681.35,17388.31
107531,2025-05-22,SUP-002,MAT-200,2025-06-03,2025-06-07,USD,12783.14,13283.47
107532,2024-06-30,SUP-039,MAT-240,2024-07-19,2024-07-22,USD,11381.61,11268.1
107533,2024-11-26,SUP-024,MAT-235,2024-12-31,2024-12-28,USD,2960.05,3085.13
107534,2024-09-09,SUP-031,MAT-230,2024-10-15,2024-10-16,USD,16778.9,17617.62
107535,2024-06-24,SUP-027,MAT-221,2024-08-02,2024-08-02,USD,4111.59,4044.49
107536,2025-03-12,SUP-022,MAT-233,2025-03-19,2025-03-17,USD,17718.7,17121.68
107537,2024-11-10,SUP-040,MAT-235,2024-11-25,2024-11-30,EUR,1880.83,1740.96
107538,2024-07-12,SUP-028,MAT-207,2024-08-05,,USD,2760.76,2929.4
107539,2024-04-23,SUP-027,MAT-215,2024-05-31,2024-06-06,USD,19848.66,20861.89
107540,2024-05-27,SUP-020,MAT-230,2024-06-27,2024-06-28,USD,12209.89,12042.52
107541,2025-04-17,SUP-006,MAT-209,2025-05-19,2025-05-18,USD,16315.29,15787.01
107542,2024-01-26,SUP-006,MAT-209,2024-02-08,2024-02-10,USD,11820.03,11634.89
107543,2024-04-29,SUP-023,MAT-205,2024-06-02,2024-06-03,USD,7920.96,7603.67
107544,2025-03-04,SUP-025,MAT-205,2025-04-06,2025-04-05,USD,7120.52,7642.81
107545,2025-06-20,SUP-021,MAT-218,2025-07-03,2025-07-07,USD,17479.0,18086.05
107546,2025-03-19,SUP-026,MAT-213,2025-04-06,2025-04-05,USD,15076.31,15799.25
107547,2025-01-11,SUP-022,MAT-209,2025-02-10,2025-02-10,EUR,2024.52,2041.96
107548,2024-11-30,SUP-014,MAT-230,2025-01-05,2025-01-10,USD,9219.75,8788.85
107549,2025-03-12,SUP-031,MAT-204,2025-03-28,2025-03-29,USD,2595.65,2606.46
107550,2024-10-12,SUP-029,MAT-226,2024-11-20,2024-11-21,USD,10585.99,11522.69
107551,2024-07-23,SUP-025,MAT-208,2024-08-11,2024-08-11,USD,11670.58,10426.08
107552,2025-06-17,SUP-020,MAT-215,2025-07-13,2025-07-11,USD,12839.99,14113.99
107553,2024-05-24,SUP-029,MAT-220,2024-06-08,2024-06-15,EUR,10014.15,10513.8
107554,2024-02-29,SUP-033,MAT-201,2024-03-23,2024-03-24,USD,21750.05,22601.71
107555,2024-11-15,SUP-037,MAT-221,2024-11-27,2024-12-04,USD,13134.2,10864.29
107556,2024-12-16,SUP-028,MAT-207,2025-01-18,2025-01-22,USD,6431.05,6938.29
107557,2024-11-14,SUP-040,MAT-201,2024-12-19,2024-12-19,USD,10074.4,10025.08
107558,2024-02-06,SUP-013,MAT-220,2024-02-26,2024-02-24,USD,22069.62,23778.7
107559,2024-11-16,SUP-005,MAT-227,2024-11-26,2024-11-30,USD,14558.34,15919.91
107560,2024-04-17,SUP-007,MAT-227,2024-05-30,2024-05-28,USD,4091.86,3643.56
107561,2025-02-22,SUP-014,MAT-238,2025-03-30,2025-04-08,USD,11375.54,11638.84
107562,2025-06-29,SUP-005,MAT-213,2025-07-12,2025-07-08,USD,9116.52,9539.71
107563,2024-01-04,SUP-040,MAT-235,2024-02-12,2024-02-10,USD,15632.79,17484.2
107564,2024-12-17,SUP-029,MAT-206,2025-01-04,2025-01-09,USD,16088.45,18194.03
107565,2024-12-16,SUP-017,MAT-212,2024-12-24,2024-12-28,USD,13906.42,13496.63
107566,2024-05-03,SUP-014,MAT-206,2024-05-26,2024-06-01,USD,18353.98,19532.4
107567,2024-08-15,SUP-025,MAT-217,2024-09-03,2024-09-04,USD,3099.2,2958.4
107568,2024-09-20,SUP-003,MAT-227,2024-10-25,2024-10-25,USD,6344.54,6717.66
107569,2024-02-18,SUP-023,MAT-209,2024-03-29,2024-03-28,USD,20975.59,21220.69
107570,2024-08-22,SUP-007,MAT-218,2024-08-29,2024-08-29,USD,2370.54,2254.02
107571,2024-03-22,SUP-009,MAT-210,2024-04-11,2024-04-10,USD,18846.81,22012.59
107572,2024-12-12,SUP-029,MAT-227,2025-01-13,2025-01-12,USD,18401.99,16028.12
107573,2024-05-08,SUP-019,MAT-224,2024-06-13,2024-06-16,USD,12554.23,10046.18
107574,2024-10-07,SUP-016,MAT-209,2024-11-15,2024-11-12,EUR,14529.05,17172.72
107575,2025-02-03,SUP-034,MAT-217,2025-03-15,2025-03-11,USD,14192.22,15548.98
107576,2025-05-22,SUP-011,MAT-229,2025-06-28,2025-06-28,USD,17372.11,16531.99
107577,2025-01-22,SUP-038,MAT-226,2025-03-05,2025-03-05,EUR,21261.3,24916.23
107578,2025-05-24,SUP-003,MAT-209,2025-05-31,2025-05-29,EUR,13490.39,13011.64
107579,2024-03-04,SUP-014,MAT-211,2024-04-12,2024-04-10,USD,12446.27,12981.62
107580,2024-04-25,SUP-014,MAT-225,2024-05-24,2024-05-29,USD,2200.58,2340.71
107581,2024-07-09,SUP-010,MAT-228,2024-08-03,2024-07-25,USD,14883.81,15992.85
107582,2024-06-13,SUP-005,MAT-239,2024-07-13,2024-07-12,USD,20753.07,21113.93
107583,2024-05-12,SUP-013,MAT-218,2024-05-25,2024-05-27,USD,16029.32,17891.74
107584,2024-10-28,SUP-003,MAT-202,2024-11-30,2024-12-01,USD,17797.52,17983.88
107585,2024-12-11,SUP-030,MAT-213,2025-01-23,2025-01-22,USD,16747.16,15295.86
107586,2025-04-16,SUP-010,MAT-216,2025-04-24,2025-04-24,USD,23256.59,24339.29
107587,2024-02-06,SUP-033,MAT-240,2024-03-06,2024-03-13,USD,10319.89,9106.75
107588,2025-06-02,SUP-009,MAT-212,2025-06-16,2025-06-10,USD,19411.17,21573.52
107589,2024-01-02,SUP-003,MAT-219,2024-01-22,2024-01-19,USD,7658.07,7281.73
107590,2025-04-04,SUP-015,MAT-200,2025-05-15,2025-05-11,USD,21073.42,22189.06
107591,2024-10-18,SUP-019,MAT-202,2024-10-31,2024-10-31,USD,12055.14,12827.4
107592,2024-12-04,SUP-029,MAT-201,2025-01-01,2024-12-28,USD,9840.01,9818.23
107593,2024-08-09,SUP-037,MAT-240,2024-08-26,2024-09-03,USD,5511.79,5594.61
107594,2024-05-19,SUP-035,MAT-201,2024-06-22,2024-06-13,USD,20269.15,20561.03
107595,2025-04-15,SUP-002,MAT-226,2025-05-09,2025-05-14,USD,23158.18,21794.83
